file	line	kind	marker	status	assessment	context	source
protocols/turnloop-http/src/compression.rs	115	cfg-selection	"#[cfg(not(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"} } #[cfg(not(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd"")))] ""zstd"" => { let mut decoder = zstd::stream::raw::Decoder::new().map_err(|_| corrupt())?;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/compression.rs#L115
protocols/turnloop-http/src/compression.rs	126	cfg-selection	"#[cfg(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"} } #[cfg(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd""))] ""zstd"" => Engine::Zstd { decoder: turnloop_zstd_decoder::decoding::FrameDecoder::new(),"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/compression.rs#L126
protocols/turnloop-http/src/compression.rs	135	unsupported	"""unsupported content encoding"","	STILL TRUE — protocol validation/scope	Unsupported version/auth plugin/column/URL/ALPN/coding/TXT/SCRAM extension is rejected explicitly; not every protocol extension is required. Match agreed Perry compatibility scope in I15.	"return Err(Error::new( ""UND_ERR_NOT_SUPPORTED"", ""unsupported content encoding"", )); }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/compression.rs#L135
protocols/turnloop-http/src/compression.rs	174	cfg-selection	"#[cfg(not(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"**state = BrotliState::new(bytes.clone(), ints.clone(), codes.clone()); } #[cfg(not(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd"")))] Engine::Zstd { decoder, boundary } => { use zstd::stream::raw::Operation;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/compression.rs#L174
protocols/turnloop-http/src/compression.rs	180	cfg-selection	"#[cfg(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"*boundary = false; } #[cfg(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd""))] Engine::Zstd { reset, boundary, .."	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/compression.rs#L180
protocols/turnloop-http/src/compression.rs	332	cfg-selection	"#[cfg(not(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"} } #[cfg(not(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd"")))] Engine::Zstd { decoder, boundary } => { use zstd::stream::raw::Operation;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/compression.rs#L332
protocols/turnloop-http/src/compression.rs	355	cfg-selection	"#[cfg(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"} } #[cfg(any(target_arch = ""wasm32"", feature = ""pure-rust-zstd""))] Engine::Zstd { decoder,"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/compression.rs#L355
protocols/turnloop-http/src/http1.rs	165	unsupported	"""unsupported or duplicate transfer coding"","	STILL TRUE — protocol validation/scope	Unsupported version/auth plugin/column/URL/ALPN/coding/TXT/SCRAM extension is rejected explicitly; not every protocol extension is required. Match agreed Perry compatibility scope in I15.	"return Err(Error::new( ""HPE_INVALID_TRANSFER_ENCODING"", ""unsupported or duplicate transfer coding"", )); }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/http1.rs#L165
protocols/turnloop-http/src/lib.rs	35	cfg-selection	"#[cfg(feature = ""turnloop"")]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"mod recycling;  #[cfg(feature = ""turnloop"")] pub mod asynchronous;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/src/lib.rs#L35
protocols/turnloop-http/tests/asynchronous.rs	1	cfg-selection	"#![cfg(all( feature = ""turnloop"", not(all(target_arch = ""wasm32"", target_os = ""unknown"")) ))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"#![cfg(all( feature = ""turnloop"", not(all(target_arch = ""wasm32"", target_os = ""unknown""))"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/tests/asynchronous.rs#L1
protocols/turnloop-http/tests/asynchronous.rs	348	cfg-selection	"#[cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"}  #[cfg(not(target_arch = ""wasm32""))] #[test] #[ignore = ""requires private Node HTTP fixtures""]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/tests/asynchronous.rs#L348
protocols/turnloop-http/tests/asynchronous.rs	350	ignored-test	"#[ignore = ""requires private Node HTTP fixtures""]"	STALE as unrun CI claim — runner exists	P includes ignored protocol targets with real fixtures; HTTP also N interop. WASI p2 async_server targets selected in P. Test remains intentionally ignored in ordinary cargo test; see CI evidence.	"fn node_async_client_redirect_decompression_and_h2() {     let mut executor = LocalExecutor::<Platform>::new(Config::default()).expect(""executor"");     let h = executor.handle();"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/tests/asynchronous.rs#L350
protocols/turnloop-http/tests/asynchronous.rs	429	cfg-selection	"#[cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"}  #[cfg(not(target_arch = ""wasm32""))] #[test] fn node_https_and_http2_against_async_tls_server() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/tests/asynchronous.rs#L429
protocols/turnloop-http/tests/asynchronous.rs	732	cfg-selection	"#[cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"}  #[cfg(not(target_arch = ""wasm32""))] #[test] fn curl_against_async_http1_server() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/tests/asynchronous.rs#L732
protocols/turnloop-http/tests/asynchronous.rs	809	cfg-selection	"#[cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"}  #[cfg(not(target_arch = ""wasm32""))] #[test] fn node_https_via_authenticated_connect_proxy() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/tests/asynchronous.rs#L809
protocols/turnloop-http/tests/codecs.rs	426	cfg-selection	"#[cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"turnloop_http::compression::decode(""br"", &encoded, &mut out, 100).unwrap(); assert_eq!(out, body); #[cfg(not(target_arch = ""wasm32""))] { let encoded = zstd::stream::encode_all(body.as_slice(), 1).unwrap();"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/tests/codecs.rs#L426
protocols/turnloop-http/tests/interop.rs	1	cfg-selection	"#![cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"#![cfg(not(target_arch = ""wasm32""))] use std::{ io::{Read, Write},"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/tests/interop.rs#L1
protocols/turnloop-http/tests/interop.rs	154	ignored-test	"#[ignore = ""requires the private HTTP fixture from scripts/test-servers.py""]"	STALE as unrun CI claim — runner exists	P includes ignored protocol targets with real fixtures; HTTP also N interop. WASI p2 async_server targets selected in P. Test remains intentionally ignored in ordinary cargo test; see CI evidence.	"fn node_h1_redirect_compression_trailers_and_socket_reuse() {     let port = node_port(""h1"");     let mut socket = socket(port);"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/tests/interop.rs#L154
protocols/turnloop-http/tests/interop.rs	440	ignored-test	"#[ignore = ""requires the private HTTP fixture from scripts/test-servers.py""]"	STALE as unrun CI claim — runner exists	P includes ignored protocol targets with real fixtures; HTTP also N interop. WASI p2 async_server targets selected in P. Test remains intentionally ignored in ordinary cargo test; see CI evidence.	"fn native_h2_client_against_node_hundred_streams() {     let port = node_port(""h2"");     let mut socket = socket(port);"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-http/tests/interop.rs#L440
protocols/turnloop-mongodb/Cargo.toml	27	cfg-selection	"[target.'cfg(not(target_arch = ""wasm32""))'.dev-dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"flate2.workspace = true  [target.'cfg(not(target_arch = ""wasm32""))'.dev-dependencies] rustls.workspace = true "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-mongodb/Cargo.toml#L27
protocols/turnloop-mongodb/Cargo.toml	33	cfg-selection	"[target.'cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))'.dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"serde_json.workspace = true  [target.'cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))'.dependencies] getrandom = { workspace = true, features = [""wasm_js""] } "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-mongodb/Cargo.toml#L33
protocols/turnloop-mongodb/Cargo.toml	48	cfg-selection	"[target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"integration-tests = [""real_mongodb"", ""async_server""]  [target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dependencies] turnloop-io = { workspace = true, optional = true, features = [""wasi-p3-experimental""] } turnloop-wasi-random.workspace = true"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-mongodb/Cargo.toml#L48
protocols/turnloop-mongodb/README.md	27	doc-progress	Dropping a pending operation closes its transport before a pool can reuse it.	STILL TRUE — behavior/policy, not open work	Pending means operation/queue/phase state or a reporting rule. Read linked context; no missing implementation inferred.	absolute `turnloop_io::Instant` deadline, shared across authentication, I/O and retries. Callbacks borrow row/reply storage; copy values only when retaining them. Dropping a pending operation closes its transport before a pool can reuse it.  For TLS, set the protocol's TLS mode and provide	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-mongodb/README.md#L27
